"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.580938282E0,6.938934326E-1,-2.486572266E-1,-4.498443604E-1,8.635267574E-1
1.585973682E0,7.402343750E-1,-1.756896973E-1,-5.126953125E-1,9.174259006E-1
1.591009083E0,7.801818848E-1,-1.101837158E-1,-5.670166016E-1,9.707378900E-1
1.596013966E0,7.902984619E-1,-7.875061035E-2,-5.995025635E-1,9.950761987E-1
1.601049366E0,7.327728271E-1,-1.027221680E-1,-6.027069092E-1,9.543392889E-1
1.606054249E0,5.868377686E-1,-1.511840820E-1,-5.968475342E-1,8.505657954E-1
1.611089649E0,4.126586914E-1,-1.575775146E-1,-6.213531494E-1,7.623631713E-1
1.616094532E0,2.976074219E-1,-8.781433105E-2,-6.826019287E-1,7.498179295E-1
1.621129932E0,2.752380371E-1,1.979064941E-2,-7.486419678E-1,7.978799677E-1
1.626134815E0,3.396911621E-1,1.103363037E-1,-7.859344482E-1,8.632827709E-1
1.631170216E0,4.898986816E-1,1.774444580E-1,-7.800750732E-1,9.380854832E-1
1.636175098E0,7.359619141E-1,2.477569580E-1,-7.326660156E-1,1.067624906E0
1.641210499E0,1.057678223E0,3.457489014E-1,-6.506347656E-1,1.289011685E0
1.646215382E0,1.397491455E0,4.671936035E-1,-5.414581299E-1,1.569850036E0
1.651250782E0,1.674468994E0,5.811767578E-1,-4.189453125E-1,1.821298441E0
1.656255665E0,1.822006226E0,6.536102295E-1,-3.124237061E-1,1.960745162E0
1.661291065E0,1.834259033E0,6.546783447E-1,-2.485046387E-1,1.963380883E0
1.666295948E0,1.765548706E0,5.598754883E-1,-2.421112061E-1,1.867950918E0
1.671331348E0,1.672332764E0,3.958282471E-1,-2.969665527E-1,1.744008603E0
1.676336231E0,1.582321167E0,2.184600830E-1,-4.051055908E-1,1.647900368E0
1.681371632E0,1.499237061E0,8.316040039E-2,-5.531768799E-1,1.600197512E0
1.686376514E0,1.418807983E0,1.126098633E-2,-7.289428711E-1,1.595149088E0
1.691411915E0,1.341567993E0,-9.506225586E-3,-9.174957275E-1,1.625328723E0
1.696416798E0,1.268066406E0,-7.385253906E-3,-1.095382690E0,1.675682008E0
1.701452198E0,1.195098877E0,-1.217651367E-2,-1.243453979E0,1.724699218E0
1.706457081E0,1.121063232E0,-3.614807129E-2,-1.341461182E0,1.748601600E0
1.711492481E0,1.058746338E0,-7.395935059E-2,-1.375549316E0,1.737397397E0
1.716497364E0,1.016128540E0,-9.419250488E-2,-1.328155518E0,1.674928809E0
1.721532764E0,9.926910400E-1,-7.023620605E-2,-1.194458008E0,1.554702080E0
1.726537647E0,9.756469727E-1,-1.963806152E-2,-1.001113892E0,1.398034940E0
1.731573048E0,9.506225586E-1,1.678466797E-3,-7.955169678E-1,1.239569809E0
1.736577930E0,9.026794434E-1,-5.158996582E-2,-6.165466309E-1,1.094358922E0
1.741613331E0,8.249206543E-1,-1.698303223E-1,-4.828643799E-1,9.708215251E-1
1.746618214E0,7.269134521E-1,-3.077850342E-1,-3.987121582E-1,8.843676720E-1
1.751653614E0,6.289062500E-1,-4.270935059E-1,-3.576965332E-1,8.401659026E-1
1.756658497E0,5.543365479E-1,-5.160369873E-1,-3.449096680E-1,8.321934028E-1
1.761693897E0,5.149230957E-1,-5.815582275E-1,-3.443756104E-1,8.496766017E-1
1.766698780E0,5.085296631E-1,-6.358795166E-1,-3.449096680E-1,8.842555383E-1
1.771734180E0,5.250396729E-1,-6.870117188E-1,-3.486328125E-1,9.323071370E-1
1.776739063E0,5.554046631E-1,-7.413482666E-1,-3.603515625E-1,9.939440833E-1
1.781774464E0,5.942840576E-1,-8.020629883E-1,-3.784637451E-1,1.067573597E0
1.786779346E0,6.336975098E-1,-8.686523438E-1,-4.035034180E-1,1.148453062E0
1.791814747E0,6.672668457E-1,-9.325561523E-1,-4.322662354E-1,1.225463226E0
1.796819630E0,6.938934326E-1,-9.879608154E-1,-4.636840820E-1,1.293273984E0
1.801855030E0,7.151947021E-1,-1.025238037E0,-4.961853027E-1,1.344922432E0
1.806859913E0,7.311706543E-1,-1.038024902E0,-5.292053223E-1,1.375559703E0
1.811895313E0,7.397003174E-1,-1.028442383E0,-5.590362549E-1,1.384691962E0
1.816900196E0,7.386322021E-1,-1.004470825E0,-5.856628418E-1,1.377512299E0
1.821935596E0,7.258453369E-1,-9.730377197E-1,-6.106872559E-1,1.358893955E0
1.826940479E0,7.034759521E-1,-9.405517578E-1,-6.367950439E-1,1.336047886E0
1.831975880E0,6.757812500E-1,-9.080657959E-1,-6.628875732E-1,1.311748346E0
1.836980762E0,6.475524902E-1,-8.771667480E-1,-6.911163330E-1,1.290886330E0
1.842016163E0,6.214599609E-1,-8.494720459E-1,-7.204132080E-1,1.275464790E0
1.847021046E0,5.990753174E-1,-8.265686035E-1,-7.502441406E-1,1.266875354E0
1.852056446E0,5.841674805E-1,-8.058013916E-1,-7.800750732E-1,1.264549188E0
1.857061329E0,5.793762207E-1,-7.866210938E-1,-8.077697754E-1,1.267651987E0
1.862096729E0,5.841674805E-1,-7.658538818E-1,-8.317413330E-1,1.272626205E0
1.867101612E0,5.916290283E-1,-7.456054688E-1,-8.477172852E-1,1.274588960E0
1.872137012E0,5.969543457E-1,-7.333526611E-1,-8.514404297E-1,1.272443092E0
1.877141895E0,5.996093750E-1,-7.360229492E-1,-8.429260254E-1,1.269561132E0
1.882177296E0,6.012115479E-1,-7.663879395E-1,-8.216094971E-1,1.274302933E0
1.887182178E0,6.006774902E-1,-8.345642090E-1,-7.885894775E-1,1.295833411E0
1.892217579E0,6.006774902E-1,-9.437408447E-1,-7.470550537E-1,1.345195704E0
1.897222462E0,6.006774902E-1,-1.091812134E0,-7.028350830E-1,1.430679676E0
1.902257862E0,5.980224609E-1,-1.266525269E0,-6.644897461E-1,1.550246349E0
1.907262745E0,5.884246826E-1,-1.450820923E0,-6.351928711E-1,1.689554658E0
1.912298145E0,5.729827881E-1,-1.622848511E0,-6.186828613E-1,1.828856213E0
1.917303028E0,5.543365479E-1,-1.762939453E0,-6.122894287E-1,1.946828926E0
1.922338428E0,5.314331055E-1,-1.860946655E0,-6.122894287E-1,2.029887175E0
1.927343311E0,5.042724609E-1,-1.915802002E0,-6.144256592E-1,2.074152096E0
1.932378712E0,4.701843262E-1,-1.932846069E0,-6.144256592E-1,2.081942871E0
1.937383594E0,4.286346436E-1,-1.920059204E0,-6.144256592E-1,2.061037092E0
1.942418995E0,3.865661621E-1,-1.881179810E0,-6.176147461E-1,2.017354418E0
1.947423878E0,3.508758545E-1,-1.817260742E0,-6.266784668E-1,1.954041036E0
1.952459278E0,3.274383545E-1,-1.737365723E0,-6.447753906E-1,1.881858346E0
1.957464161E0,3.162536621E-1,-1.641494751E0,-6.740722656E-1,1.802469089E0
1.962499561E0,3.146514893E-1,-1.533905029E0,-7.140197754E-1,1.720957419E0
1.967504444E0,3.199768066E-1,-1.420989990E0,-7.624969482E-1,1.644080079E0
1.972539844E0,3.285064697E-1,-1.306472778E0,-8.157501221E-1,1.574876466E0
1.977544727E0,3.375549316E-1,-1.188751221E0,-8.706207275E-1,1.511639258E0
1.982580128E0,3.450164795E-1,-1.068923950E0,-9.233551025E-1,1.454035566E0
1.987585011E0,3.508758545E-1,-9.464111328E-1,-9.718170166E-1,1.401155313E0
1.992620411E0,3.551330566E-1,-8.201751709E-1,-1.012832642E0,1.350791160E0
1.997655811E0,3.604583740E-1,-6.896820068E-1,-1.045852661E0,1.303610102E0
2.002660694E0,3.679199219E-1,-5.559844971E-1,-1.072479248E0,1.262812562E0
2.007696094E0,3.775024414E-1,-4.190979004E-1,-1.092727661E0,1.229717400E0
2.012700977E0,3.908233643E-1,-2.795562744E-1,-1.109237671E0,1.208843589E0
2.017736378E0,4.084014893E-1,-1.421356201E-1,-1.123092651E0,1.203466416E0
2.022741261E0,4.291687012E-1,-1.271057129E-2,-1.134277344E0,1.212820030E0
2.027776661E0,4.510040283E-1,1.018066406E-1,-1.143325806E0,1.233273337E0
2.032781544E0,4.712524414E-1,1.987457275E-1,-1.150787354E0,1.259321349E0
2.037816944E0,4.882965088E-1,2.775726318E-1,-1.157714844E0,1.286772593E0
2.042821827E0,5.032043457E-1,3.393707275E-1,-1.164093018E0,1.312821259E0
2.047857227E0,5.154571533E-1,3.830413818E-1,-1.170486450E0,1.335086255E0
2.052862110E0,5.266418457E-1,4.075469971E-1,-1.177947998E0,1.353147322E0
2.057897511E0,5.351715088E-1,4.070129395E-1,-1.186462402E0,1.363730585E0
2.062902393E0,5.383605957E-1,3.819732666E-1,-1.195526123E0,1.365656772E0
2.067937794E0,5.367584229E-1,3.383026123E-1,-1.204040527E0,1.360981945E0
2.072942677E0,5.314331055E-1,2.887573242E-1,-1.213638306E0,1.355994054E0
2.077978077E0,5.245208740E-1,2.402954102E-1,-1.223220825E0,1.352454516E0
2.082982960E0,5.154571533E-1,1.902313232E-1,-1.230682373E0,1.347762270E0
2.088018360E0,5.048065186E-1,1.401519775E-1,-1.235473633E0,1.341963969E0
2.093023243E0,4.946899414E-1,9.275817871E-2,-1.236541748E0,1.335049704E0
2.098058643E0,4.850921631E-1,4.534912109E-2,-1.231750488E0,1.324605683E0
2.103063526E0,4.803009033E-1,-9.918212891E-4,-1.217361450E0,1.308685922E0
2.108098927E0,4.781799316E-1,-4.626464844E-2,-1.194992065E0,1.287945069E0
2.113103809E0,4.749755859E-1,-9.046936035E-2,-1.167297363E0,1.263475226E0
2.118139210E0,4.696502686E-1,-1.416015625E-1,-1.134277344E0,1.235802359E0
2.123144093E0,4.600677490E-1,-2.044525146E-1,-1.099655151E0,1.209423258E0
2.128179493E0,4.499511719E-1,-2.784881592E-1,-1.063964844E0,1.188289906E0
2.133184376E0,4.435577393E-1,-3.578491211E-1,-1.027740479E0,1.175180817E0
2.138219776E0,4.393005371E-1,-4.313507080E-1,-9.931182861E-1,1.168474358E0
2.143224659E0,4.355621338E-1,-4.931335449E-1,-9.584960938E-1,1.162587557E0
2.148260059E0,4.344940186E-1,-5.416107178E-1,-9.217529297E-1,1.154017194E0
2.153264942E0,4.360961914E-1,-5.804901123E-1,-8.802032471E-1,1.141011137E0
2.158300343E0,4.403533936E-1,-6.135101318E-1,-8.354644775E-1,1.126191230E0
2.163305225E0,4.435577393E-1,-6.492004395E-1,-7.875213623E-1,1.112831782E0
2.168340626E0,4.446258545E-1,-6.939392090E-1,-7.395935059E-1,1.107358266E0
2.173345509E0,4.435577393E-1,-7.482757568E-1,-6.932525635E-1,1.112321533E0
2.178380909E0,4.382324219E-1,-8.089904785E-1,-6.501159668E-1,1.126571800E0
2.183385792E0,4.286346436E-1,-8.745117188E-1,-6.112213135E-1,1.149821681E0
2.188421192E0,4.142608643E-1,-9.458770752E-1,-5.782012939E-1,1.183474648E0
2.193426075E0,3.982849121E-1,-1.023117065E0,-5.499725342E-1,1.227953252E0
2.198461475E0,3.801727295E-1,-1.101409912E0,-5.281372070E-1,1.279282615E0
2.203466358E0,3.562011719E-1,-1.178634644E0,-5.121612549E-1,1.333554667E0
2.208501759E0,3.301086426E-1,-1.248413086E0,-5.015106201E-1,1.385286920E0
2.213506641E0,3.013458252E-1,-1.307540894E0,-4.945831299E-1,1.430064672E0
2.218542042E0,2.715148926E-1,-1.350677490E0,-4.908447266E-1,1.462524723E0
2.223546925E0,2.368927002E-1,-1.373580933E0,-4.871215820E-1,1.476526385E0
2.228582325E0,1.964111328E-1,-1.373046875E0,-4.849853516E-1,1.469369200E0
2.233587208E0,1.543273926E-1,-1.350677490E0,-4.812622070E-1,1.442137281E0
2.238622608E0,1.117248535E-1,-1.308593750E0,-4.791412354E-1,1.398025883E0
2.243627491E0,7.124328613E-2,-1.248947144E0,-4.780731201E-1,1.339215622E0
2.248662891E0,3.501892090E-2,-1.172775269E0,-4.780731201E-1,1.266957799E0
2.253667774E0,1.998901367E-3,-1.087554932E0,-4.823303223E-1,1.189715203E0
2.258703175E0,-2.676391602E-2,-1.002868652E0,-4.929809570E-1,1.117806810E0
2.263708057E0,-5.445861816E-2,-9.245758057E-1,-5.084228516E-1,1.056550973E0
2.268743458E0,-7.948303223E-2,-8.521423340E-1,-5.323944092E-1,1.007922575E0
2.273748341E0,-1.023864746E-1,-7.887573242E-1,-5.627593994E-1,9.743301537E-1
2.278783741E0,-1.242370605E-1,-7.328186035E-1,-5.995025635E-1,9.549142770E-1
2.283788624E0,-1.466064453E-1,-6.875457764E-1,-6.405181885E-1,9.510395334E-1
2.288824024E0,-1.695098877E-1,-6.566619873E-1,-6.863250732E-1,9.648733978E-1
2.293828907E0,-1.689758301E-1,-6.470642090E-1,-7.342681885E-1,9.931740504E-1
2.298864307E0,-1.524658203E-1,-6.422729492E-1,-7.837982178E-1,1.024743877E0
2.303869190E0,-1.641845703E-1,-6.236419678E-1,-8.328094482E-1,1.053307863E0
2.308904591E0,-2.126464844E-1,-5.964660645E-1,-8.759460449E-1,1.080866211E0
2.313909473E0,-2.749633789E-1,-5.730285645E-1,-9.078979492E-1,1.108262280E0
2.318944874E0,-3.255615234E-1,-5.554656982E-1,-9.260101318E-1,1.127841838E0
2.323949757E0,-3.575286865E-1,-5.421447754E-1,-9.276123047E-1,1.132348139E0
2.328985157E0,-3.745727539E-1,-5.277557373E-1,-9.137573242E-1,1.119724660E0
2.333990040E0,-3.948059082E-1,-5.091247559E-1,-8.876647949E-1,1.096826563E0
2.339025440E0,-4.171752930E-1,-4.910125732E-1,-8.556976318E-1,1.071142852E0
2.344030323E0,-4.400787354E-1,-4.739685059E-1,-8.248138428E-1,1.048157103E0
2.349065723E0,-4.635162354E-1,-4.542541504E-1,-7.955169678E-1,1.026665174E0
2.354070606E0,-4.965362549E-1,-4.292297363E-1,-7.678222656E-1,1.010117543E0
2.359106007E0,-5.471343994E-1,-3.956756592E-1,-7.427825928E-1,1.003813358E0
2.364110889E0,-6.142578125E-1,-3.610534668E-1,-7.161560059E-1,1.010223585E0
2.369146290E0,-6.845550537E-1,-3.370819092E-1,-6.799316406E-1,1.022030758E0
2.374151173E0,-7.474060059E-1,-3.290863037E-1,-6.256103516E-1,1.028737986E0
2.379186573E0,-7.894897461E-1,-3.418731689E-1,-5.489044189E-1,1.020523093E0
2.384191456E0,-8.065338135E-1,-3.733062744E-1,-4.557037354E-1,9.987593610E-1
2.389226856E0,-8.065338135E-1,-4.153747559E-1,-3.438415527E-1,9.701855459E-1
2.394231739E0,-7.996063232E-1,-4.409484863E-1,-2.117462158E-1,9.373592159E-1
2.399267139E0,-7.921600342E-1,-4.180450439E-1,-5.995178223E-2,8.977045141E-1
2.404302540E0,-7.799072266E-1,-3.269653320E-1,1.158142090E-1,8.535657804E-1
2.409307423E0,-7.575378418E-1,-1.597137451E-1,3.134155273E-1,8.352253318E-1
2.414342823E0,-7.154541016E-1,6.399536133E-2,5.232849121E-1,8.887052813E-1
2.419347706E0,-6.557922363E-1,2.983551025E-1,7.315368652E-1,1.026754795E0
2.424383106E0,-5.961456299E-1,4.986267090E-1,9.211578369E-1,1.205217809E0
2.429387989E0,-5.529937744E-1,6.237945557E-1,1.080413818E0,1.364630273E0
2.434423389E0,-5.327606201E-1,6.600036621E-1,1.195465088E0,1.465801995E0
2.439428272E0,-5.455474854E-1,6.317749023E-1,1.239135742E0,1.494061235E0
2.444463673E0,-5.870819092E-1,5.689239502E-1,1.205047607E0,1.456186583E0
2.449468555E0,-6.387481689E-1,5.071411133E-1,1.124618530E0,1.389229344E0
2.454503956E0,-6.845550537E-1,4.794464111E-1,1.027679443E0,1.324616745E0
2.459508839E0,-7.101287842E-1,5.039520264E-1,9.360656738E-1,1.278463719E0
2.464544239E0,-7.106628418E-1,5.817108154E-1,8.636322021E-1,1.260670349E0
2.469549122E0,-6.893615723E-1,6.935577393E-1,8.252868652E-1,1.279585919E0
2.474584522E0,-6.584625244E-1,8.288574219E-1,8.258209229E-1,1.342593654E0
2.479589405E0,-6.307678223E-1,9.753265381E-1,8.614959717E-1,1.446134576E0
2.484624805E0,-6.137237549E-1,1.096771240E0,9.264831543E-1,1.561388816E0
2.489629688E0,-6.105194092E-1,1.164413452E0,1.013839722E0,1.660260105E0
2.494665089E0,-6.153259277E-1,1.166534424E0,1.115570068E0,1.727404161E0
2.499669971E0,-6.265106201E-1,1.109024048E0,1.221557617E0,1.764837927E0
2.504705372E0,-6.446075439E-1,1.006744385E0,1.322753906E0,1.782899615E0
2.509710255E0,-6.691131592E-1,8.815765381E-1,1.406921387E0,1.790060725E0
2.514745655E0,-6.946868896E-1,7.500152588E-1,1.474029541E0,1.793843876E0
2.519750538E0,-7.159881592E-1,6.221923828E-1,1.529953003E0,1.800144049E0
2.524785938E0,-7.287750244E-1,5.082092285E-1,1.578430176E0,1.811306566E0
2.529790821E0,-7.277069092E-1,4.112701416E-1,1.621566772E0,1.824329815E0
2.534826221E0,-7.127838135E-1,3.377685547E-1,1.659378052E0,1.837303426E0
2.539831104E0,-6.856231689E-1,2.903594971E-1,1.691345215E0,1.847981711E0
2.544866505E0,-6.515350342E-1,2.706604004E-1,1.715850830E0,1.855235571E0
2.549871387E0,-6.153259277E-1,2.759857178E-1,1.733413696E0,1.859977730E0
2.554906788E0,-5.854949951E-1,2.930297852E-1,1.743545532E0,1.862423654E0
2.559911671E0,-5.647125244E-1,3.287048340E-1,1.747268677E0,1.865447649E0
2.564947071E0,-5.524749756E-1,3.872985840E-1,1.750991821E0,1.876486384E0
2.569951954E0,-5.428771973E-1,4.634704590E-1,1.756317139E0,1.895829742E0
2.574987354E0,-5.338287354E-1,5.401611328E-1,1.769104004E0,1.925221064E0
2.579992237E0,-5.215759277E-1,6.104736328E-1,1.788818359E0,1.960762767E0
2.585027637E0,-5.061340332E-1,6.637420654E-1,1.813842773E0,1.996684952E0
2.590032520E0,-4.869537354E-1,7.042236328E-1,1.839416504E0,2.028917923E0
2.595067921E0,-4.667205811E-1,7.537536621E-1,1.865509033E0,2.065453131E0
2.600072803E0,-4.480743408E-1,8.160705566E-1,1.891616821E0,2.108306421E0
2.605108204E0,-4.336853027E-1,8.821105957E-1,1.920913696E0,2.157802464E0
2.610113087E0,-4.251708984E-1,9.465637207E-1,1.953399658E0,2.211904924E0
2.615148487E0,-4.246368408E-1,1.000366211E0,1.988021851E0,2.265674266E0
2.620153370E0,-4.326324463E-1,1.043502808E0,2.021575928E0,2.315780252E0
2.625188770E0,-4.501953125E-1,1.080261230E0,2.048736572E0,2.359440969E0
2.630193653E0,-4.752349854E-1,1.109542847E0,2.066848755E0,2.393490630E0
2.635229053E0,-5.055999756E-1,1.136184692E0,2.078033447E0,2.421728721E0
2.640233936E0,-5.375518799E-1,1.158554077E0,2.083892822E0,2.444139699E0
2.645269337E0,-5.684509277E-1,1.174530029E0,2.084960938E0,2.459617726E0
2.650274219E0,-5.961456299E-1,1.174530029E0,2.080169678E0,2.462116222E0
2.655309620E0,-6.169128418E-1,1.154296875E0,2.066314697E0,2.445943409E0
2.660314503E0,-6.291656494E-1,1.117004395E0,2.041809082E0,2.410919443E0
2.665349903E0,-6.328887939E-1,1.073867798E0,2.003463745E0,2.359577770E0
2.670354786E0,-6.318359375E-1,1.040313721E0,1.952331543E0,2.300666804E0
2.675390186E0,-6.302337646E-1,1.028060913E0,1.895874023E0,2.246873862E0
2.680395069E0,-6.339569092E-1,1.032318115E0,1.838348389E0,2.201614601E0
2.685430469E0,-6.398162842E-1,1.041900635E0,1.784027100E0,2.162793218E0
2.690435352E0,-6.456756592E-1,1.050964355E0,1.735549927E0,2.129215039E0
2.695470753E0,-6.494140625E-1,1.060546875E0,1.699859619E0,2.106186370E0
2.700475636E0,-6.510009766E-1,1.071197510E0,1.677490234E0,2.094096431E0
2.705511036E0,-6.605987549E-1,1.088775635E0,1.672698975E0,2.102318948E0
2.710515919E0,-6.824340820E-1,1.110610962E0,1.680160522E0,2.126525891E0
2.715551319E0,-7.133178711E-1,1.132980347E0,1.690811157E0,2.156689412E0
2.720556202E0,-7.479400635E-1,1.160156250E0,1.700927734E0,2.190555185E0
2.725591602E0,-7.799072266E-1,1.199035645E0,1.706253052E0,2.226486298E0
2.730596485E0,-8.086700439E-1,1.242706299E0,1.700927734E0,2.256417812E0
2.735631886E0,-8.331604004E-1,1.281585693E0,1.681228638E0,2.272256120E0
2.740636768E0,-8.582000732E-1,1.318878174E0,1.647140503E0,2.277941799E0
2.745672169E0,-8.890991211E-1,1.359893799E0,1.602920532E0,2.282359004E0
2.750677052E0,-9.327697754E-1,1.406753540E0,1.554458618E0,2.294636479E0
2.755712452E0,-9.913635254E-1,1.448303223E0,1.515579224E0,2.318914455E0
2.760717335E0,-1.064865112E0,1.487182617E0,1.509719849E0,2.371687978E0
2.765752735E0,-1.138366699E0,1.507965088E0,1.511306763E0,2.419480436E0
2.770757618E0,-1.194824219E0,1.490921021E0,1.483612061E0,2.418998791E0
2.775793018E0,-1.227844238E0,1.446166992E0,1.420761108E0,2.370139779E0
2.780797901E0,-1.238494873E0,1.395568848E0,1.339279175E0,2.296769616E0
2.785833302E0,-1.232635498E0,1.358291626E0,1.252456665E0,2.221034468E0
2.790868702E0,-1.214004517E0,1.342315674E0,1.172027588E0,2.156215899E0
2.795873585E0,-1.184173584E0,1.343902588E0,1.104919434E0,2.104563660E0
2.800908985E0,-1.147949219E0,1.355621338E0,1.056442261E0,2.066776928E0
2.805913868E0,-1.106933594E0,1.370010376E0,1.028747559E0,2.039743109E0
2.810949268E0,-1.060073853E0,1.381729126E0,1.025558472E0,2.021064603E0
2.815954151E0,-1.006805420E0,1.383316040E0,1.045791626E0,2.005218329E0
2.820989552E0,-9.482116699E-1,1.368408203E0,1.085739136E0,1.987580401E0
2.825994434E0,-8.874969482E-1,1.336456299E0,1.132080078E0,1.963510014E0
2.831029835E0,-8.267669678E-1,1.302902222E0,1.169891357E0,1.936425471E0
2.836034718E0,-7.649841309E-1,1.281051636E0,1.193862915E0,1.910916710E0
2.841070118E0,-7.005462646E-1,1.268814087E0,1.200790405E0,1.882166797E0
2.846075001E0,-6.296997070E-1,1.257095337E0,1.188003540E0,1.840696286E0
2.851110401E0,-5.519409180E-1,1.240051270E0,1.158172607E0,1.784300904E0
2.856115284E0,-4.693756104E-1,1.209686279E0,1.116104126E0,1.711532289E0
2.861150684E0,-3.878784180E-1,1.159088135E0,1.064437866E0,1.620790839E0
2.866155567E0,-3.122558594E-1,1.077590942E0,1.004241943E0,1.505725022E0
2.871190968E0,-2.440795898E-1,9.678649902E-1,9.382019043E-1,1.369876016E0
2.876195850E0,-1.812286377E-1,8.357696533E-1,8.641662598E-1,1.215787011E0
2.881231251E0,-1.204986572E-1,6.925048828E-1,7.816009521E-1,1.051181710E0
2.886236134E0,-6.192016602E-2,5.513458252E-1,6.921234131E-1,8.870463037E-1
2.891271534E0,-3.860473633E-3,4.208526611E-1,5.973205566E-1,7.307008369E-1
2.896276417E0,5.526733398E-2,3.015441895E-1,5.014343262E-1,5.877242209E-1
2.901311817E0,1.186523438E-1,1.955566406E-1,4.076995850E-1,4.674823312E-1
2.906316700E0,1.873626709E-1,1.034088135E-1,3.160858154E-1,3.817176913E-1
2.911352100E0,2.581939697E-1,2.030944824E-2,2.266082764E-1,3.441335651E-1
2.916356983E0,3.274383545E-1,-5.851745605E-2,1.381835938E-1,3.601872766E-1
2.921392384E0,3.913574219E-1,-1.325531006E-1,5.136108398E-2,4.163759324E-1
2.926397266E0,4.510040283E-1,-2.007293701E-1,-3.439331055E-2,4.948533251E-1
2.931432667E0,5.090637207E-1,-2.587890625E-1,-1.196136475E-1,5.834595747E-1
2.936437550E0,5.708465576E-1,-3.008575439E-1,-2.053680420E-1,6.771684331E-1
2.941472950E0,6.379699707E-1,-3.306884766E-1,-2.895202637E-1,7.747144862E-1
2.946477833E0,7.104034424E-1,-3.514556885E-1,-3.678131104E-1,8.737737900E-1
2.951513233E0,7.833709717E-1,-3.690338135E-1,-4.365234375E-1,9.697467434E-1
2.956518116E0,8.424987793E-1,-3.882141113E-1,-4.908447266E-1,1.049496515E0
2.961553516E0,8.968200684E-1,-4.116516113E-1,-5.254669189E-1,1.117970826E0
2.966558399E0,9.783172607E-1,-4.361419678E-1,-5.382537842E-1,1.198766706E0
2.971593800E0,1.111480713E0,-4.494628906E-1,-5.158843994E-1,1.305198444E0
2.976598682E0,1.314407349E0,-4.340209961E-1,-4.588928223E-1,1.458294732E0
2.981634083E0,1.588714600E0,-4.441375732E-1,-3.885803223E-1,1.694776366E0
2.986638966E0,1.912017822E0,-5.533294678E-1,-3.310546875E-1,2.017816359E0
2.991674366E0,2.234802246E0,-7.088623047E-1,-3.230743408E-1,2.366686265E0
2.996679249E0,2.477676392E0,-8.595886230E-1,-3.667449951E-1,2.648070013E0
3.001714649E0,2.581008911E0,-9.352264404E-1,-4.402465820E-1,2.780300802E0
3.006719532E0,2.493118286E0,-8.654479980E-1,-5.201416016E-1,2.689830164E0
3.011754932E0,2.190582275E0,-6.039276123E-1,-5.979156494E-1,2.349655802E0
3.016759815E0,1.747970581E0,-1.746215820E-1,-6.490478516E-1,1.872740495E0
3.021795216E0,1.313339233E0,3.308410645E-1,-6.415863037E-1,1.498648971E0
3.026800098E0,9.996185303E-1,8.203277588E-1,-5.499725342E-1,1.405220490E0
3.031835499E0,8.478240967E-1,1.248565674E0,-3.795318604E-1,1.556202549E0
3.036840382E0,8.435668945E-1,1.617141724E0,-1.867218018E-1,1.833471432E0
3.041875782E0,9.346466064E-1,1.938858032E0,-4.450988770E-2,2.152839027E0
3.046880665E0,1.061401367E0,2.191864014E0,1.940917969E-2,2.435409089E0
3.051916065E0,1.184448242E0,2.328750610E0,5.035400391E-3,2.612665765E0
3.056920948E0,1.293106079E0,2.302642822E0,-8.071899414E-2,2.642120901E0
3.061956348E0,1.394836426E0,2.092788696E0,-2.298583984E-1,2.525503527E0
3.066961231E0,1.487518311E0,1.730072021E0,-4.221496582E-1,2.320359941E0
3.071996632E0,1.555694580E0,1.265075684E0,-6.287994385E-1,2.101425908E0
3.077001514E0,1.587112427E0,7.478942871E-1,-8.285369873E-1,1.940295147E0
3.082036915E0,1.572738647E0,2.248535156E-1,-1.011764526E0,1.883542783E0
3.087041798E0,1.529052734E0,-2.800903320E-1,-1.161972046E0,1.940781259E0
3.092077198E0,1.465682983E0,-7.413482666E-1,-1.268493652E0,2.075307208E0
3.097082081E0,1.373535156E0,-1.135498047E0,-1.332946777E0,2.225466637E0
3.102117481E0,1.247833252E0,-1.462005615E0,-1.351593018E0,2.349755717E0
3.107122364E0,1.103485107E0,-1.721389771E0,-1.315368652E0,2.431266504E0
3.112157764E0,9.682006836E-1,-1.899291992E0,-1.210433960E0,2.451504233E0
